num_owners,recent_transfers,avg_transfer_interval,has_inheritance,num_active_loans,num_closed_loans,total_loan_amount,num_defaults,loan_to_value,num_active_disputes,num_resolved_disputes,dispute_severity,has_legal_case,dispute_age_days,property_age,property_area,location_risk,has_clear_title,zone_risk,property_type,risk_score,risk_level
1,3,2.31950441024578,0,0,0,120034.32174911558,0,0.507500126550877,2,1,4.882127228415425,0,131.92383944768724,30.039914303145775,10064.130117051527,4.323372075157783,1,4,Agricultural,58.32,Medium
2,1,1.0,1,1,1,384160.8140564287,0,0.3416927689749268,0,1,7.266928599867232,0,937.1692073544149,9.35942075445956,2656.710443327305,2.3418791247103212,1,4,Residential,45.9,Medium
3,2,15.892099522437606,1,0,1,555784.9901670052,1,0.2074512374775783,0,1,0.6306995807904576,1,883.856733027154,31.832373874747724,5137.356938611523,3.8933461256207207,1,1,Agricultural,53.32,Medium
2,1,2.854753292836658,0,3,0,645661.4121780784,0,0.08082936055975011,2,2,0.45072036710678465,1,30.0,47.53794872224027,2338.7661850062154,7.138758867179946,1,4,Residential,71.55,High
3,2,4.880966872247955,0,0,1,701714.5316214679,0,0.17424172610066527,2,0,1.6429608406082383,0,164.31077924334798,22.384078922471765,500.0,7.9246869718476605,0,4,Residential,61.21,High
4,1,5.487644225949479,1,2,2,18763.96894073255,0,0.3125443627387125,1,0,0.44843844197930327,0,890.5267284730744,25.590809572564115,2400.829023316065,8.664898537626465,0,1,Industrial,73.75,High
1,3,3.9539511927621334,0,0,1,250239.99607142815,0,0.381040814589895,1,0,0.7016899143940485,1,72.33310529930164,61.70570466939238,18029.60483450965,1.15941430069268,1,1,Residential,48.12,Medium
3,1,1.1486857679091917,0,1,2,743517.4046125616,0,0.2584318754571097,1,1,3.6307891423248337,0,315.0884544969253,18.825673726437138,18418.61781455097,5.3776551630200125,1,1,Commercial,53.51,Medium
3,1,7.035405584928155,1,2,3,1176161.3874089723,0,0.09869380961175267,0,1,3.3263405312564633,1,141.18465485943034,15.966819085384248,864.1847718979241,3.4652989928696813,1,4,Commercial,55.37,Medium
3,4,8.141879912592048,0,0,3,460903.11129973794,0,0.327376098667093,0,1,4.5089860592337505,1,486.891848063911,29.921399358796794,4269.41071440103,7.15563562571217,1,5,Agricultural,69.61,High
5,0,4.025710342246977,0,1,2,26862.257130627753,0,0.4126191518710214,1,1,1.3165005065932949,1,62.88476993123246,66.24801717560089,3344.4987212393876,3.207982019042191,1,5,Industrial,62.33,High
1,2,3.3526363588775023,0,3,2,252625.43402869365,0,0.6747141225257604,1,2,1.6606193837605792,0,330.8622961121761,33.80075592287994,6256.416411179728,6.096521859995974,1,2,Residential,62.64,High
1,2,1.0,0,0,0,38563.16996757655,1,0.5056743567776785,1,0,2.9444846786750403,0,30.0,20.13167059077437,3223.172064354981,7.407663872149065,1,2,Residential,38.86,Low
4,1,1.0,1,1,1,690231.4241146825,0,0.39664137205991523,0,2,0.5469418171585326,0,106.25378818750833,38.93739113648945,8806.86256254017,7.930584276775786,1,4,Agricultural,57.16,Medium
3,4,2.074281681585474,0,0,1,32805.79862248115,0,0.48400585305148836,0,2,3.4642689011242793,0,64.5810369144185,41.175543699086525,1602.337978543687,3.4252146122751217,1,4,Residential,53.36,Medium
1,2,1.8614537313557769,0,3,2,102732.29134921625,0,0.5872400427038909,0,1,0.03542688118565614,0,85.96044476424716,39.10077768625714,15599.866384220979,1.790489318008087,0,5,Agricultural,58.28,Medium
7,4,15.358365880076105,1,2,6,269748.39061014436,0,0.4971276908403717,2,0,3.1956105573859332,0,718.7442930432329,41.740439466067095,1343.8458638418435,2.9684203073483997,1,3,Agricultural,73.98,High
3,0,7.653659160015921,1,1,1,310551.2944628712,0,0.716119202563822,1,1,2.9913967289114054,0,898.8905257837321,44.04001306788865,3978.883223060451,6.392182723641935,0,2,Agricultural,63.58,High
4,1,5.392935125772236,0,0,1,260843.61595157214,0,0.15468991469724572,0,0,0.7184419355959837,0,513.4184703505654,28.071621288550936,8090.936143210026,1.3640426706717845,1,5,Residential,26.22,Low
2,3,3.6454066277824753,0,0,3,311248.04583678837,0,0.14961698618853367,1,0,2.6032621038849264,0,325.5281634114941,28.07161301423386,4129.791828495051,2.4297574129422044,1,4,Commercial,35.3,Low
1,3,1.0,0,2,4,624553.3464477732,0,0.8262412772753902,2,2,0.48158072422289194,0,95.80437565762496,42.61550459906377,500.0,9.959272548827425,0,2,Commercial,80.55,Critical
4,1,19.18844562246315,1,0,1,230437.76704352986,0,0.45477815772996705,2,0,1.7171412960773167,0,117.23777820179151,1.0,4668.86725310715,4.440982929540512,1,2,Agricultural,39.46,Low
4,0,2.3503437427514373,0,0,2,396760.5849828325,0,0.5843255528641498,0,2,2.411861272032045,0,135.37993993463996,1.0,8383.84501100464,5.468736469246616,0,2,Commercial,38.99,Low
1,1,1.0,0,0,2,180749.89492583464,0,0.28058805937644593,0,2,2.5084202069985775,0,547.7219179380257,21.035548813401682,4660.735448033706,1.0990644633541327,1,4,Residential,27.49,Low
2,2,3.4041062467790217,0,1,1,218189.6542007917,0,0.1997385222784117,1,0,8.141467217787692,1,106.41035899405918,24.852756691515538,12233.60785296402,6.327170125260677,0,5,Agricultural,85.56,Critical
3,2,10.357287956533147,0,0,1,475698.60680287716,0,0.6876731258931913,1,1,0.40179972795012064,0,1323.653008899313,40.41415917163262,17289.314663060304,3.927688159889843,1,3,Agricultural,32.98,Low
5,2,10.914730094319545,0,2,0,337157.46454838477,2,0.1333968359639301,1,3,1.3109269455680583,1,581.0471622060384,22.796408892866722,1051.3292883085758,5.771739065269138,1,4,Commercial,72.61,High
5,1,1.0,0,0,1,641934.4048763108,0,0.8517611099737414,1,1,4.242270235820208,1,2983.0069154493394,47.58051768767021,500.0,5.7350650907694005,1,2,Commercial,67.75,High
3,1,10.870772268481996,0,0,2,411102.6828008784,0,0.2540043576136427,0,1,1.6488484314946672,0,224.35313246788624,32.161492796008865,500.0,9.707117043117151,1,1,Agricultural,27.46,Low
2,3,1.5837299460124596,0,1,3,813734.9718094378,0,0.1791702979937711,3,0,4.181231893666016,0,324.8357237916526,18.29813755785786,3317.583268490424,3.414312986717119,1,5,Agricultural,66.56,High
3,3,1.0,0,0,2,292961.5928245402,0,0.5980841793980641,2,3,1.1385301063083453,0,120.10760228216434,48.950636257742886,7475.507596858173,6.133896284518242,1,4,Agricultural,54.64,Medium
3,2,9.412479544706157,0,2,5,337686.65771596454,0,0.9077552995239917,1,3,3.1729220405026344,1,337.8791470928475,34.1603631463959,2471.651791603175,4.433973367807057,1,2,Commercial,89.3,Critical
1,3,9.970605687463628,1,0,1,554287.903389038,0,0.2113964661707649,1,2,4.081200247261726,0,1330.728277583445,10.523386918822172,500.0,4.797998289765687,1,3,Industrial,35.52,Low
6,2,4.534562722358188,1,1,1,125028.71643740754,0,0.1400524379496117,0,2,3.747319608685091,0,30.0,41.47164942226223,4653.185775761936,1.5000315631925067,1,2,Residential,42.72,Medium
1,2,4.271673305280938,0,3,1,243822.79836061376,0,0.33031457894509364,0,0,4.101553377701442,0,124.64352496077699,41.45694632760049,3032.1048183090356,7.196077114347023,0,2,Agricultural,62.57,High
5,1,8.386450190740115,0,0,3,490202.996648323,0,0.4908354511047138,0,1,0.49578124083065606,1,120.56064696877496,10.844772740692495,3794.6416533893635,2.7575686713963004,1,4,Residential,50.14,Medium
4,0,7.716134095774563,0,0,2,14650.696358963567,0,0.3663225740275144,1,0,1.1560121723725563,1,1473.9231541352449,31.608662932067777,45001.77026017736,5.216400192787408,1,3,Industrial,45.24,Medium
3,1,11.041171113295377,0,4,0,287212.45629035245,0,0.6925691332809243,0,1,0.38370616616170483,0,51.94387507736311,39.07157638274691,10173.627696035053,4.908426710935003,1,1,Industrial,41.02,Medium
2,2,4.0231592486343635,0,3,2,456709.8490021321,0,0.4076618888823149,0,1,0.3982222581851101,0,610.7293195359454,5.024033906378303,2438.335497724324,5.213270047990431,1,4,Industrial,36.08,Low
3,3,17.155256964586908,0,0,2,1711346.3596586825,0,0.7428063471640652,0,1,1.3381868429175947,0,117.15347659746331,45.83262861154077,500.0,4.379913963660067,1,5,Residential,49.24,Medium
2,2,27.794296675369008,1,1,1,1047852.7899868102,0,0.08132334817275248,0,2,6.442144205305833,0,719.2066424295807,19.673468456849776,22408.917531082127,3.181468732358512,0,3,Residential,71.7,High
6,1,1.0,0,0,0,164767.5442451207,1,0.39478718148555036,0,1,1.7925414833722426,0,244.16465177406877,17.02255223742378,500.0,5.038426476422144,1,1,Commercial,38.32,Low
2,1,9.470414991146924,0,3,1,353836.18513923534,0,0.17474234187691423,1,0,3.846176474832335,0,101.25698314850665,25.738648385916605,1953.9336390197348,1.4159757246900484,1,1,Commercial,44.52,Medium
6,0,3.4639587961338454,0,1,3,29034.081647132123,0,0.5662340504606984,2,1,5.535090747385382,0,451.4882624258976,40.488467177429705,500.0,3.1809029726226408,0,3,Agricultural,81.53,Critical
3,0,2.451573249286127,1,1,1,137714.99489109145,0,0.33463497129260383,0,3,0.18110880243673122,1,672.5162827954771,44.957121242227686,1616.4282127905217,8.063635343999,0,5,Commercial,72.7,High
1,3,4.747587253263167,0,2,5,745507.2477507691,0,0.5203826993319007,1,1,0.3536270840235841,0,231.82645252706035,54.97664749961362,2601.9672180132497,8.585383493599885,0,2,Industrial,67.58,High
5,1,1.0,1,2,2,65803.20174582588,0,0.11323415848477304,0,2,0.6873532364360672,1,456.8799795475125,16.600952461206177,500.0,7.437784043436906,0,4,Commercial,77.13,High
1,2,3.5307681825963098,0,0,3,148994.52016771844,0,0.37758645934728796,0,1,1.9182767824676779,0,73.13968937651151,35.50320716207646,500.0,6.693076279330219,1,5,Commercial,48.33,Medium
6,2,10.235474699259289,1,0,2,1441581.417985304,0,0.4030938858576977,0,0,0.12743338398833823,0,1012.6506080155609,40.229052682078475,699.7220432726092,8.301391833844956,1,1,Residential,50.93,Medium
2,1,1.2005681357594926,1,0,0,868226.1520079281,0,0.27200056139170115,0,1,3.0896848157727423,0,37.01949859706743,37.2712971893085,500.0,2.15047832138534,1,5,Commercial,48.51,Medium
4,1,2.7790268632189625,1,2,1,761235.1096863898,2,0.30595450298230464,1,2,0.13182819638834764,1,91.60237126743974,15.306560054900586,709.5616318141896,5.727287242335802,1,2,Residential,81.62,Critical
3,2,14.023980291468707,0,1,1,999604.0056842429,0,0.5142522706158852,2,2,0.34497646374517277,0,124.16671641759795,33.849638857904914,1950.3514269823274,2.0468408483481255,1,5,Residential,50.22,Medium
5,2,2.7980125209181117,0,0,3,692359.1750037479,0,0.7488465745483979,0,0,0.9615884430373971,0,60.50349853641079,34.822429931004855,29212.68312803806,8.00079467598088,0,5,Agricultural,64.79,High
8,1,2.2186988767128986,0,1,4,64249.87408465668,0,0.7276566357118455,1,2,1.6316235783751685,1,190.53801408092116,20.577710648991335,1214.0233737641756,5.685007468643781,1,1,Residential,75.63,High
4,2,2.903886274682379,1,1,2,363415.4053896312,0,0.7007615660249511,0,2,4.265763523438586,1,223.3808623878464,37.25059462310347,1345.9076172231619,8.290223966697766,1,5,Residential,80.53,Critical
1,1,3.66414877355558,0,1,3,293712.8937351963,1,0.12643156085826243,2,2,6.633516442835227,1,266.8275701819381,33.12937925719672,2548.145334900719,8.191570825664762,1,4,Residential,90.08,Critical
3,0,4.998244098539757,0,3,0,186367.01483057116,0,0.5545499200595218,0,4,4.319432035862623,0,30.0,9.710259458682604,8045.199024094916,5.195911391583893,1,3,Agricultural,53.28,Medium
1,0,8.064539652864859,0,2,0,898005.4761528998,0,0.5823162816437886,1,0,0.2264374159236865,0,90.27032225993835,39.50097066416324,6920.315668005735,5.471868653045681,1,1,Residential,31.29,Low
1,0,3.0083325814893853,0,1,1,311940.42878141784,0,0.19510863700293485,0,1,1.9951614793356418,1,601.8950739826842,31.716464492126697,500.0,1.254407456769314,0,3,Residential,56.36,Medium
2,4,8.504503230781005,0,3,2,31096.025517220274,0,0.430370336455399,0,2,1.1657698557685092,0,607.3303159640778,1.6347836387008847,621.8856590384494,5.711619613394634,0,5,Commercial,62.82,High
4,3,3.8148519264487617,0,0,2,160768.07726174864,0,0.06778278275564593,1,1,0.2688743897333729,0,146.17799002101611,25.501911664273976,15702.749293476187,7.097182984633917,1,2,Residential,31.12,Low
1,3,2.0660791653826585,0,0,2,129787.7660186251,3,0.909382914084501,0,0,1.619867096745951,0,225.70258662034144,31.854874008972967,1363.7611972380012,3.1029012780091083,1,1,Commercial,62.63,High
5,0,5.364003874129511,0,1,2,1092307.1921914823,0,0.3525644187040388,3,1,0.8821585786728691,0,73.974811687868,19.21226329949642,12640.631429944204,9.878744534507224,1,5,Agricultural,60.63,High
3,2,6.3243189024737045,1,0,0,521264.53556087747,3,0.5129812102303035,0,1,0.8486471507742794,0,630.2666477053543,34.68654244003263,8741.420634404847,9.7734598649327,1,5,Agricultural,71.3,High
1,2,4.082781038176609,1,2,2,410918.0338254683,0,0.4489654235466879,1,1,0.19841478934557338,0,1145.8177714512865,25.6850446330876,500.0,3.5454753532323706,0,2,Agricultural,57.0,Medium
4,2,1.0,1,0,1,353267.44029715564,0,0.38889062741782265,1,1,7.712511208318557,0,125.70511070747804,45.38107552107251,500.0,7.416759308172448,1,5,Commercial,78.18,High
1,3,1.0,0,1,0,525072.5562432206,0,0.2643446224141848,2,0,2.5889616675080314,0,555.8860643998111,34.066579910756516,1808.3415804982556,1.2700150134572827,1,4,Residential,48.6,Medium
6,2,1.6794460792858614,1,1,1,702994.6125367085,0,0.43187655102432604,0,2,0.6579367143105856,1,158.57982788882316,58.55739665704964,5435.80019001231,6.991774396886934,0,2,Residential,87.27,Critical
3,1,1.6607870361641073,0,3,1,404149.63415891654,0,0.10882201877714232,1,0,4.989311813152868,0,30.0,8.371620148414117,1995.9167094625634,6.616148388054175,0,1,Commercial,65.38,High
1,1,5.595413938481979,0,1,0,1392617.496370453,0,0.38676104078170903,0,2,5.916379640791107,0,334.1977521677619,34.7976579357767,2225.0598873158915,8.399436935763234,1,1,Agricultural,39.95,Low
1,0,1.0,0,0,2,1882538.4794573744,0,0.5198357950711952,1,0,3.3254120300679646,1,192.83265878446602,30.250672135969012,3140.480977102448,3.7392857278996137,0,3,Agricultural,65.56,High
1,1,7.046418554945751,0,2,2,2684618.540404862,0,1.1069941212115015,1,0,2.1535949279950546,0,518.5251322360656,36.3088724919008,2562.4644785472196,8.902091375336308,1,4,Residential,61.53,High
3,1,1.5417542023849902,0,0,2,553409.6018613824,0,0.21665247022166617,0,0,0.9444173001488889,0,504.1974444578699,49.62890195104998,2838.206121986841,8.721775244121162,0,4,Agricultural,47.74,Medium
2,1,1.8554767153740745,1,0,2,1348706.9841223392,0,0.36032068041069026,3,0,1.1395471855186359,1,1065.5627480762944,8.508684346891176,500.0,7.026426642399108,0,1,Residential,77.25,High
4,0,3.7529263457559434,0,2,0,259159.89694402934,0,0.7400957992292738,1,1,1.2139802660710133,0,210.21497294675342,39.118983909820265,1868.0486522173592,5.251013820597384,1,5,Industrial,64.98,High
5,0,1.2162568318630413,0,1,3,981602.7977320718,0,0.35065458790520915,0,1,5.942573238560717,0,240.45059599019353,35.05449748731953,1842.6545044804486,6.565611173298865,0,4,Residential,60.47,High
1,2,10.791182062734467,0,1,0,1199406.4899496192,0,0.29624053268159417,0,1,2.85535473175303,1,186.6979979793664,16.35420233315846,601.0767454659189,7.569628920638861,1,4,Residential,66.26,High
1,3,1.0,0,1,2,1172435.7062881636,0,0.47450491210040363,0,0,0.6906627758916283,0,128.59367743865883,47.8312221037484,944.7144843728366,9.777262507720176,0,5,Residential,60.15,High
5,1,2.938374616436813,0,2,0,888473.7044382264,0,0.18874841692354885,1,1,1.959742554459613,0,370.72148147263147,30.90991903851087,500.0,2.095553721132526,1,2,Residential,48.32,Medium
5,2,9.466379230484165,0,1,4,260942.5791604856,0,0.7701779904613837,1,1,1.8023143318482344,1,642.5732155564347,18.85809035796408,5318.226619583514,3.8176550281896056,1,5,Industrial,66.72,High
1,1,4.783531420292947,1,0,0,86526.80776220051,0,0.8688956782775863,0,2,3.34397814529718,0,62.688909844752445,36.42970722694547,528.971092969358,8.026446818591156,1,3,Industrial,49.02,Medium
1,2,1.7288835574287598,0,0,5,203200.03978723276,0,0.7145507303095804,1,1,0.2003223247973434,1,1463.1013644390068,44.33747477854598,2486.867889490743,4.682620201630416,1,3,Commercial,62.36,High
2,1,2.730193691135521,0,1,4,728978.043913296,0,0.29587737734316033,4,0,2.4164409024225253,0,420.26232946903184,34.76341916785011,1427.7278859731837,7.052319743172935,1,1,Agricultural,47.73,Medium
2,2,6.132700715408772,1,2,0,132559.61030279959,0,0.5503369925350319,0,1,0.8044502460418406,0,552.840854916982,23.59077240461312,2257.9911880939057,2.19806176912572,1,2,Commercial,40.9,Medium
2,1,18.108112536959084,1,0,0,325304.5119772402,0,0.3013188843230483,1,1,0.27767843007648896,0,2471.776001458862,18.087063236836475,11677.981723314697,7.382454433197145,1,4,Agricultural,32.33,Low
6,1,11.181118595348792,1,0,2,416664.051029673,0,0.4327983632697575,2,0,2.63184575275258,0,255.95364223583815,17.794422603481866,992.1106819413304,7.06657436832548,1,1,Residential,59.94,Medium
6,2,2.0960416378859548,0,2,3,462991.9829675855,0,0.3638442110302971,0,1,0.8058746828132992,0,30.0,41.92303135167027,2565.5970697842204,6.272380601232503,0,1,Residential,62.72,High
5,2,30.0,0,2,1,1372296.5288127034,0,0.18751021481633595,0,0,2.6195834698625724,0,570.143829836747,44.1481192143533,7762.767823996892,7.887141686950116,1,4,Agricultural,71.17,High
5,2,1.0,0,3,1,541605.2838411566,0,0.21998504061043261,1,1,0.3545174692146049,1,746.837733974846,26.226750656346894,3755.884474888885,8.921010092481577,1,4,Industrial,84.81,Critical
1,1,1.0,1,1,2,771588.2882784046,2,0.19436876577443238,1,1,8.52711159683668,1,64.68209419762759,65.02386867619217,905.6474147091508,8.463723461667342,1,5,Industrial,97.33,Critical
2,1,8.68182765231254,1,0,4,435991.4275237074,0,0.2469424953198575,0,0,3.2532496872364534,0,30.0,26.42565969823798,500.0,2.1481668591503884,1,3,Industrial,34.94,Low
5,0,1.1123606765285357,0,1,1,896621.2407595797,0,0.21765038820066757,1,0,0.6825927087668703,0,53.28213547929592,28.876375229930428,849.3817215996937,7.699540335557432,0,4,Agricultural,62.51,High
5,2,1.0,0,0,1,153034.10860403796,0,0.8256572992543892,2,1,2.6981840906747374,0,142.90207012468687,24.065990184386703,3913.104968210034,5.047879970128128,1,5,Residential,63.65,High
1,3,1.353456668412627,1,1,0,117783.74975979909,0,0.408739229039192,0,0,0.29190182344179133,1,941.9652283516989,28.24080032466651,2782.706684777031,4.0049363665072,1,3,Industrial,57.9,Medium
4,1,2.7765019108696887,0,2,1,1304012.2743942111,0,0.21671634549794452,1,0,2.119383926842579,0,30.0,29.42103022076106,7756.962496066344,8.91684627223053,1,2,Agricultural,47.06,Medium
3,1,6.557164101472248,0,0,0,591237.565969249,0,0.5400902729143001,0,0,0.1229783283469741,1,594.4426524692385,38.70795328064912,1812.7876702890205,6.036519111987266,1,2,Residential,49.95,Medium
2,0,4.895294459147398,0,3,1,556648.1521177612,0,0.11281873023785394,1,0,0.8110926021092985,1,704.4573798679015,27.082498531316237,932.7519082625649,5.511112588293984,1,2,Residential,58.9,Medium
2,0,1.3565587849399197,0,0,2,314893.96345668845,0,0.25012069861519154,0,2,7.67592356290938,0,608.194083282386,39.09713640934584,500.0,8.061394173244853,1,4,Agricultural,51.57,Medium
2,0,3.4985478108155372,1,2,3,236361.469043265,0,0.7168967221677849,1,0,0.25775959721150243,0,31.313867755249852,6.046211954894968,500.0,5.979776913557936,1,3,Commercial,47.22,Medium
6,0,13.032938478526477,0,2,1,405617.7251862359,0,0.33017270587919445,1,0,1.8197429213109761,0,414.97077316125456,20.639392315314794,619.2745366702354,8.722068267931798,1,3,Agricultural,54.86,Medium
4,0,8.437207462687324,0,3,4,64238.578791967026,0,0.3518536585716595,1,3,0.14644371489607408,1,1123.1126405155812,25.19505699280085,21281.240692349158,1.9261085820238415,1,2,Residential,54.54,Medium
1,2,1.9518218873519408,0,0,3,303221.1062472166,0,0.24165251440680513,0,0,2.2136995164800948,0,46.80967811288358,26.17569278519312,506.205014733787,7.985197579851238,0,1,Residential,43.9,Medium
1,2,20.16095228902966,0,0,2,303822.19955763995,0,0.616114901432974,0,0,0.6532953405100824,1,30.0,2.4986890805974014,515.1901647237037,2.4745113096802838,1,3,Residential,37.61,Low
1,2,6.165641980141964,0,3,1,386459.51814821037,0,0.4304241298363649,0,1,0.7420566436192101,1,755.1013891717678,43.42474684034572,1024.830879579569,3.0270821084043424,1,3,Agricultural,65.3,High
5,1,1.0,0,0,3,503498.48281553946,1,0.6576307023352126,0,3,0.8243829649414591,0,377.93537806367533,7.96677438780927,14019.42879398149,2.6150636875626563,1,5,Residential,55.72,Medium
3,1,1.0,0,3,3,1576993.2840137563,0,0.7888676705098814,1,1,0.45922086977151494,0,379.48657708546864,20.52487231384774,6048.956320204764,3.1457921682109506,1,2,Industrial,46.38,Medium
1,1,1.0,0,3,2,528019.4573663886,2,0.10235797267501287,0,1,5.682844986630539,0,1217.7468961224083,29.57928598914365,2031.0902394255854,7.586476270186118,0,1,Commercial,76.79,High
3,1,6.507117280787256,1,2,1,1075899.2553589544,0,0.18162282758479395,1,2,4.725346368438715,0,536.0599098668192,60.63124711906077,500.0,6.897985410750003,0,5,Residential,84.61,Critical
6,0,1.0151051568429295,0,0,2,406307.6617590455,0,0.4776592343545342,0,2,4.080675978223652,0,184.90029171188817,29.205386031879907,2446.7175823068756,3.068031650566077,1,1,Commercial,41.37,Medium
2,2,3.5819436166981884,0,0,2,492991.7669323347,2,0.12283532371804312,0,1,0.22509600495112544,0,208.93306648823284,36.72601444650497,8526.393930208387,3.431574430999577,1,1,Commercial,36.75,Low
5,1,1.0,1,1,4,36197.69448221746,0,0.4711306081050124,1,3,0.5316972356823995,1,57.04759716534091,7.739219612166817,18926.583036186446,1.8936470134863157,1,1,Residential,58.46,Medium
2,0,12.684337118464565,0,0,1,71510.26355869019,0,0.49202410188978896,1,1,1.8946644409597244,1,132.30420320598728,17.47459917860685,500.0,4.729919699853157,1,4,Residential,51.11,Medium
1,0,2.1076722578572045,1,1,0,433358.0986512677,0,0.16765589304236797,1,1,7.038003428904011,0,215.17291850268458,19.563642279831186,727.4038825213577,4.4072664679643,1,3,Commercial,63.25,High
7,1,11.937015652504899,0,2,7,251852.906570409,0,0.4434379608632814,2,1,1.8568145952804267,0,110.4391313202934,21.995356701999576,2674.942308509108,2.3123421213158633,0,3,Residential,80.38,Critical
8,0,14.490817949593254,1,0,1,801754.0638686595,0,0.6154076269099512,0,1,0.7923223336498624,0,903.5304579085117,45.253125002828284,15044.193792079937,8.511625367819839,0,5,Agricultural,54.02,Medium
1,1,1.0,1,0,2,391730.593387128,0,0.28061028168137675,1,0,3.4009596520523213,0,30.0,21.770647531275994,500.0,8.67335543796904,1,1,Commercial,49.08,Medium
3,1,3.1193668232293765,0,1,1,1069770.0664804836,0,0.2758953158578856,1,4,0.2910472830306521,0,322.79182827654876,39.1272851590969,500.0,1.9814212132577498,1,1,Agricultural,27.91,Low
6,2,1.0,1,1,7,1793733.573513247,0,0.03025424829837571,1,0,4.269771230208608,0,538.9927234671521,18.44058385744541,1139.1947183045659,3.3972935793143715,1,3,Commercial,71.55,High
1,1,11.967626322703088,1,1,1,79870.3286606803,0,0.507118419449032,0,0,7.352067834421358,0,480.76890583092916,25.806853384111868,500.0,7.624801008325623,0,1,Commercial,55.17,Medium
9,1,3.6532852554367388,0,4,4,251121.07673285023,0,0.08091537574256935,0,1,6.862446600063149,0,376.7072707996221,1.0,500.0,8.829700221457731,1,1,Commercial,70.35,High
3,0,1.0,0,3,0,546784.0538403055,3,0.6147456755612111,0,1,0.31962533866448445,1,192.7935616355114,28.93642445002377,50000.0,1.6450568971265132,1,1,Agricultural,78.27,High
3,2,1.0,0,2,1,182273.46299529404,0,0.22927295027586952,3,0,1.5952717386479418,0,915.0086247200322,29.79294379657671,1563.416139789457,9.121332897139265,1,2,Industrial,65.7,High
6,1,2.418557973768586,1,1,3,155326.84750738594,0,0.5393520376967464,0,1,1.7585633369864895,1,145.60075277626382,27.08934077860659,857.389986894088,1.5547343927009352,1,2,Residential,60.73,High
